xx,TRADE_DATE,SECURITY_CODE,SECURITY_ABBR,CALL_VOLUME,PUT_VOLUME,TOTAL_VOLUME,LEAVES_CALL_QTY,LEAVES_PUT_QTY,LEAVES_QTY,CJ_PC,CCL_PC
2.02e+13,20210527,510050,50ETF,1878535,1278828,3157363,1390094,1231951,2622045,68.08,88.62
2.02e+13,20210527,510300,300ETF,1115521,761969,1877490,954684,901149,1855833,68.31,94.39
2.02e+13,20210528,510050,50ETF,1701356,1161411,2862767,1523630,1275788,2799418,68.26,83.73
2.02e+13,20210528,510300,300ETF,996639,677637,1674276,1020747,913964,1934711,67.99,89.54
2.02e+13,20210528,159919,300ETF,186799,121856,308655,208949,148679,357628,65.23,71.16
2.02e+13,20210531,159919,300ETF,138613,74744,213357,228518,153232,381750,53.92,67.05
2.02e+13,20210531,510050,50ETF,1124021,836637,1960658,1669219,1321788,2991007,74.43,79.19
2.02e+13,20210531,510300,300ETF,692638,505036,1197674,1069720,926623,1996343,72.91,86.62
2.02e+13,20210601,510050,50ETF,1240615,939728,2180343,1751623,1362084,3113707,75.75,77.76
2.02e+13,20210601,510300,300ETF,903931,686281,1590212,1105774,965522,2071296,75.92,87.32
2.02e+13,20210601,159919,300ETF,152399,118127,270526,238252,159719,397971,77.51,67.04
2.02e+13,20210602,159919,300ETF,173062,123595,296657,242858,160000,402858,71.42,65.88
2.02e+13,20210602,510050,50ETF,1509373,956939,2466312,1826483,1384337,3210820,63.4,75.79
2.02e+13,20210602,510300,300ETF,1040878,682249,1723127,1131537,972711,2104248,65.55,85.96
2.02e+13,20210603,510050,50ETF,1343416,940814,2284230,1899824,1384237,3284061,70.03,72.86
2.02e+13,20210603,510300,300ETF,903511,691726,1595237,1149520,976794,2126314,76.56,84.97
2.02e+13,20210603,159919,300ETF,153543,115562,269105,252279,163675,415954,75.26,64.88
2.02e+13,20210604,159919,300ETF,255634,182182,437816,258267,168934,427201,71.27,65.41
2.02e+13,20210604,510050,50ETF,2191740,1354147,3545887,1922014,1391525,3313539,61.78,72.4
2.02e+13,20210604,510300,300ETF,1369753,984596,2354349,1157748,977397,2135145,71.88,84.42
2.02e+13,20210607,510050,50ETF,1041185,720878,1762063,2058803,1420384,3479187,69.24,68.99
2.02e+13,20210607,510300,300ETF,733376,488157,1221533,1196920,986102,2183022,66.56,82.39
2.02e+13,20210607,159919,300ETF,127362,88275,215637,272981,170185,443166,69.31,62.34
2.02e+13,20210608,159919,300ETF,235016,156061,391077,289617,167035,456652,66.4,57.67
2.02e+13,20210608,510050,50ETF,1960537,1275952,3236489,2211088,1436436,3647524,65.08,64.97
2.02e+13,20210608,510300,300ETF,1263930,889948,2153878,1268334,984976,2253310,70.41,77.66
2.02e+13,20210609,159919,300ETF,166983,99806,266789,294798,174965,469763,59.77,59.35
2.02e+13,20210609,510050,50ETF,1199424,827932,2027356,2219750,1458958,3678708,69.03,65.73
2.02e+13,20210609,510300,300ETF,845726,667747,1513473,1271764,1024413,2296177,78.96,80.55
2.02e+13,20210610,510050,50ETF,1870016,1215281,3085297,2175930,1485324,3661254,64.99,68.26
2.02e+13,20210610,510300,300ETF,1215865,909792,2125657,1210725,1040289,2251014,74.83,85.92
2.02e+13,20210610,159919,300ETF,247571,144484,392055,277512,176060,453572,58.36,63.44
2.02e+13,20210611,510050,50ETF,1376585,1019031,2395616,2368769,1469503,3838272,74.03,62.04
2.02e+13,20210611,510300,300ETF,901825,745108,1646933,1257053,1011708,2268761,82.62,80.48
2.02e+13,20210611,159919,300ETF,189934,106744,296678,290610,176694,467304,56.2,60.8
2.02e+13,20210615,510050,50ETF,1824921,1164679,2989600,2552966,1415570,3968536,63.82,55.45
2.02e+13,20210615,510300,300ETF,1021656,873030,1894686,1296320,976343,2272663,85.45,75.32
2.02e+13,20210615,159919,300ETF,216748,129617,346365,316560,178341,494901,59.8,56.34
2.02e+13,20210616,510050,50ETF,1743424,1229295,2972719,2700578,1411926,4112504,70.51,52.28
2.02e+13,20210616,510300,300ETF,1092775,989229,2082004,1338648,962933,2301581,90.52,71.93
2.02e+13,20210616,159919,300ETF,190605,137628,328233,322575,183085,505660,72.21,56.76
2.02e+13,20210617,510050,50ETF,1536228,1106368,2642596,2661583,1392914,4054497,72.02,52.33
2.02e+13,20210617,510300,300ETF,954247,816504,1770751,1316222,969963,2286185,85.57,73.69
2.02e+13,20210617,159919,300ETF,199495,104676,304171,306118,184671,490789,52.47,60.33
2.02e+13,20210618,510050,50ETF,1964961,1564655,3529616,2747288,1368832,4116120,79.63,49.82
2.02e+13,20210618,510300,300ETF,1066808,854525,1921333,1310415,977462,2287877,80.1,74.59
2.02e+13,20210618,159919,300ETF,210007,154158,364165,302106,186402,488508,73.41,61.7
2.02e+13,20210621,510050,50ETF,1685805,1406134,3091939,2686302,1248225,3934527,83.41,46.47
2.02e+13,20210621,510300,300ETF,946359,835289,1781648,1262017,918054,2180071,88.26,72.74
2.02e+13,20210621,159919,300ETF,195525,158799,354324,291209,177176,468385,81.22,60.84
2.02e+13,20210622,510050,50ETF,1697026,1229160,2926186,2653357,1265560,3918917,72.43,47.7
2.02e+13,20210622,510300,300ETF,1014825,940081,1954906,1236281,942643,2178924,92.63,76.25
2.02e+13,20210622,159919,300ETF,165956,137178,303134,295398,178451,473849,82.66,60.41
2.02e+13,20210623,510050,50ETF,1702530,1249030,2951560,1245661,879412,2125073,73.36,70.6
2.02e+13,20210623,510300,300ETF,1153650,998885,2152535,672294,669132,1341426,86.58,99.53
2.02e+13,20210623,159919,300ETF,193108,115985,309093,138818,113416,252234,60.06,81.7
2.02e+13,20210624,510050,50ETF,812632,678962,1491594,1359446,993424,2352870,83.55,73.08
2.02e+13,20210624,510300,300ETF,525404,521008,1046412,709959,724648,1434607,99.16,102.07
2.02e+13,20210624,159919,300ETF,91711,75619,167330,145238,114595,259833,82.45,78.9
2.02e+13,20210625,510050,50ETF,1558251,1037208,2595459,1392940,1057670,2450610,66.56,75.93
2.02e+13,20210625,510300,300ETF,1084041,853773,1937814,803797,805512,1609309,78.76,100.21
2.02e+13,20210625,159919,300ETF,185250,131809,317059,151571,121163,272734,71.15,79.94
2.02e+13,20210628,510050,50ETF,908802,563892,1472694,1546328,1086463,2632791,62.05,70.26
2.02e+13,20210628,510300,300ETF,667197,448506,1115703,855582,817514,1673096,67.22,95.55
2.02e+13,20210628,159919,300ETF,105403,65277,170680,164816,124884,289700,61.93,75.77
2.02e+13,20210629,510050,50ETF,936414,668268,1604682,1682588,1122713,2805301,71.36,66.73
2.02e+13,20210629,510300,300ETF,699867,580070,1279937,919531,809488,1729019,82.88,88.03
2.02e+13,20210629,159919,300ETF,124981,91826,216807,178493,125370,303863,73.47,70.24
2.02e+13,20210630,510050,50ETF,803020,500738,1303758,1734399,1143939,2878338,62.36,65.96
2.02e+13,20210630,510300,300ETF,662123,492227,1154350,946431,833040,1779471,74.34,88.02
2.02e+13,20210630,159919,300ETF,110076,78583,188659,181591,133321,314912,71.39,73.42
2.02e+13,20210701,510050,50ETF,1515608,964458,2480066,1721348,1176565,2897913,63.64,68.35
2.02e+13,20210701,510300,300ETF,944601,829983,1774584,945315,866048,1811363,87.87,91.61
2.02e+13,20210701,159919,300ETF,156500,129220,285720,190410,133415,323825,82.57,70.07
2.02e+13,20210702,510050,50ETF,1597002,1378366,2975368,1857715,1186724,3044439,86.31,63.88
2.02e+13,20210702,510300,300ETF,983080,1055831,2038911,1012194,874680,1886874,107.4,86.41
2.02e+13,20210702,159919,300ETF,165522,143841,309363,189479,133485,322964,86.9,70.45
2.02e+13,20210705,510050,50ETF,993227,878346,1871573,1920884,1190002,3110886,88.43,61.95
2.02e+13,20210705,510300,300ETF,633952,661624,1295576,1047496,887305,1934801,104.36,84.71
2.02e+13,20210705,159919,300ETF,88015,98172,186187,193672,140651,334323,111.54,72.62
2.02e+13,20210706,510050,50ETF,1135031,1006073,2141104,2002896,1220005,3222901,88.64,60.91
2.02e+13,20210706,510300,300ETF,807140,788982,1596122,1072961,894705,1967666,97.75,83.39
2.02e+13,20210706,159919,300ETF,119394,109045,228439,200417,139699,340116,91.33,69.7
2.02e+13,20210707,510050,50ETF,1164797,956194,2120991,1981212,1251434,3232646,82.09,63.17
2.02e+13,20210707,510300,300ETF,1079870,870699,1950569,1023889,947658,1971547,80.63,92.55
2.02e+13,20210707,159919,300ETF,138216,133643,271859,193358,149026,342384,96.69,77.07
2.02e+13,20210708,510050,50ETF,1166232,1012770,2179002,2153691,1269911,3423602,86.84,58.96
2.02e+13,20210708,510300,300ETF,855606,737188,1592794,1089207,935904,2025111,86.16,85.93
2.02e+13,20210708,159919,300ETF,121950,119051,241001,206623,150429,357052,97.62,72.8
2.02e+13,20210709,510050,50ETF,1288956,1183515,2472471,2274734,1282483,3557217,91.82,56.38
2.02e+13,20210709,510300,300ETF,1017303,1048033,2065336,1129333,956198,2085531,103.02,84.67
2.02e+13,20210709,159919,300ETF,177798,154995,332793,230126,151071,381197,87.17,65.65
2.02e+13,20210712,510050,50ETF,1637609,1085372,2722981,2250440,1262264,3512704,66.28,56.09
2.02e+13,20210712,510300,300ETF,1313398,899689,2213087,1111408,993220,2104628,68.5,89.37
2.02e+13,20210712,159919,300ETF,191211,125498,316709,237326,153817,391143,65.63,64.81
2.02e+13,20210713,510050,50ETF,1094390,773042,1867432,2213487,1278339,3491826,70.64,57.75
2.02e+13,20210713,510300,300ETF,778174,604559,1382733,1121682,1015725,2137407,77.69,90.55
2.02e+13,20210713,159919,300ETF,108194,82171,190365,240559,158147,398706,75.95,65.74
2.02e+13,20210714,510050,50ETF,1371314,1190570,2561884,2365814,1283798,3649612,86.82,54.26
2.02e+13,20210714,510300,300ETF,896187,828212,1724399,1166978,1019034,2186012,92.42,87.32
2.02e+13,20210714,159919,300ETF,153601,138322,291923,252595,161119,413714,90.05,63.79
2.02e+13,20210715,510050,50ETF,1851429,1372959,3224388,2142072,1317199,3459271,74.16,61.49
2.02e+13,20210715,510300,300ETF,1127159,962877,2090036,1106617,1043154,2149771,85.43,94.27
2.02e+13,20210715,159919,300ETF,164235,140178,304413,243591,162771,406362,85.35,66.82
2.02e+13,20210716,510050,50ETF,1318171,1017869,2336040,2284519,1266920,3551439,77.22,55.46
2.02e+13,20210716,510300,300ETF,818213,655792,1474005,1155292,1001798,2157090,80.15,86.71
2.02e+13,20210716,159919,300ETF,129095,108735,237830,242818,150761,393579,84.23,62.09
2.02e+13,20210719,510050,50ETF,1656890,1413081,3069971,2303714,1294057,3597771,85.29,56.17
2.02e+13,20210719,510300,300ETF,885102,833381,1718483,1158555,1003787,2162342,94.16,86.64
2.02e+13,20210719,159919,300ETF,166992,125843,292835,253424,153977,407401,75.36,60.76
2.02e+13,20210720,510050,50ETF,1117480,973318,2090798,2343676,1308908,3652584,87.1,55.85
2.02e+13,20210720,510300,300ETF,691139,649775,1340914,1165007,1000918,2165925,94.02,85.92
2.02e+13,20210720,159919,300ETF,135050,98620,233670,253661,156147,409808,73.02,61.56
2.02e+13,20210721,510050,50ETF,1615742,1029235,2644977,2289989,1333480,3623469,63.7,58.23
2.02e+13,20210721,510300,300ETF,1080309,760304,1840613,1130733,1037266,2167999,70.38,91.73
2.02e+13,20210721,159919,300ETF,174507,112914,287421,236153,166185,402338,64.7,70.37
2.02e+13,20210722,510050,50ETF,1255921,856638,2112559,2206219,1350556,3556775,68.21,61.22
2.02e+13,20210722,510300,300ETF,822741,644258,1466999,1121510,1052685,2174195,78.31,93.86
2.02e+13,20210722,159919,300ETF,124854,97089,221943,242075,171224,413299,77.76,70.73
2.02e+13,20210723,510050,50ETF,1505831,1203466,2709297,2335719,1264312,3600031,79.92,54.13
2.02e+13,20210723,510300,300ETF,931066,802903,1733969,1187029,995433,2182462,86.23,83.86
2.02e+13,20210723,159919,300ETF,186826,144980,331806,261734,170457,432191,77.6,65.13
2.02e+13,20210726,510050,50ETF,2713264,2399443,5112707,2496183,1152386,3648569,88.43,46.17
2.02e+13,20210726,510300,300ETF,1693824,1622019,3315843,1185057,887929,2072986,95.76,74.93
2.02e+13,20210726,159919,300ETF,284629,285198,569827,276261,147386,423647,100.2,53.35
2.02e+13,20210727,510050,50ETF,2095495,2020034,4115529,2611076,1100488,3711564,96.4,42.15
2.02e+13,20210727,510300,300ETF,1635131,1716156,3351287,1299100,876207,2175307,104.96,67.45
2.02e+13,20210727,159919,300ETF,295394,237694,533088,303438,138776,442214,80.47,45.73
2.02e+13,20210728,510050,50ETF,2179836,2045477,4225313,1618848,930309,2549157,93.84,57.47
2.02e+13,20210728,510300,300ETF,1651287,1886864,3538151,1008277,784504,1792781,114.27,77.81
2.02e+13,20210728,159919,300ETF,280024,281852,561876,194434,116746,311180,100.65,60.04
2.02e+13,20210729,510050,50ETF,1237069,996738,2233807,1725268,1022210,2747478,80.57,59.25
2.02e+13,20210729,510300,300ETF,1118474,1022995,2141469,1032419,878164,1910583,91.46,85.06
2.02e+13,20210729,159919,300ETF,167106,134971,302077,195310,123376,318686,80.77,63.17
2.02e+13,20210730,510050,50ETF,1207104,1225658,2432762,1827927,1048549,2876476,101.54,57.36
2.02e+13,20210730,510300,300ETF,980206,1204311,2184517,1058529,885064,1943593,122.86,83.61
2.02e+13,20210730,159919,300ETF,172750,168061,340811,203860,127798,331658,97.29,62.69
2.02e+13,20210802,510050,50ETF,1963028,1572520,3535548,1762706,1115853,2878559,80.11,63.3
2.02e+13,20210802,510300,300ETF,1389856,1366661,2756517,1011256,957931,1969187,98.33,94.73
2.02e+13,20210802,159919,300ETF,226192,174002,400194,183844,139466,323310,76.93,75.86
2.02e+13,20210803,510050,50ETF,1181784,1018325,2200109,1763480,1196914,2960394,86.17,67.87
2.02e+13,20210803,510300,300ETF,815568,872558,1688126,984016,1001970,1985986,106.99,101.82
2.02e+13,20210803,159919,300ETF,105356,109686,215042,180950,143292,324242,104.11,79.19
2.02e+13,20210804,510050,50ETF,959804,844196,1804000,1774464,1241558,3016022,87.96,69.97
2.02e+13,20210804,510300,300ETF,815279,822876,1638155,970920,1036902,2007822,100.93,106.8
2.02e+13,20210804,159919,300ETF,104134,106700,210834,180562,150379,330941,102.46,83.28
2.02e+13,20210805,510050,50ETF,1184269,1121387,2305656,1788729,1302133,3090862,94.69,72.8
2.02e+13,20210805,510300,300ETF,782982,908594,1691576,971495,1063520,2035015,116.04,109.47
2.02e+13,20210805,159919,300ETF,100049,122695,222744,183403,154148,337551,122.63,84.05
2.02e+13,20210806,510050,50ETF,911488,892527,1804015,1890925,1240186,3131111,97.92,65.59
2.02e+13,20210806,510300,300ETF,712993,862777,1575770,1012497,1031614,2044111,121.01,101.89
2.02e+13,20210806,159919,300ETF,103035,131542,234577,198711,155508,354219,127.67,78.26
2.02e+13,20210809,510050,50ETF,1492058,1233598,2725656,1857958,1331813,3189771,82.68,71.68
2.02e+13,20210809,510300,300ETF,1024072,1121655,2145727,979696,1124097,2103793,109.53,114.74
2.02e+13,20210809,159919,300ETF,145463,148258,293721,195091,168605,363696,101.92,86.42
2.02e+13,20210810,159919,300ETF,169266,159837,329103,188312,179081,367393,94.43,95.1
2.02e+13,20210810,510050,50ETF,1895863,1521186,3417049,1767834,1446507,3214341,80.24,81.82
2.02e+13,20210810,510300,300ETF,1074436,1192037,2266473,952943,1162637,2115580,110.95,122.0
2.02e+13,20210811,510050,50ETF,1306109,1077645,2383754,1840188,1434385,3274573,82.51,77.95
2.02e+13,20210811,510300,300ETF,824531,786985,1611516,980014,1154466,2134480,95.45,117.8
2.02e+13,20210811,159919,300ETF,123619,112973,236592,197187,182303,379490,91.39,92.45
2.02e+13,20210812,510050,50ETF,1083925,984360,2068285,2016570,1403357,3419927,90.81,69.59
2.02e+13,20210812,510300,300ETF,700817,811327,1512144,1024069,1110738,2134807,115.77,108.46
2.02e+13,20210812,159919,300ETF,98059,106754,204813,209096,180283,389379,108.87,86.22
2.02e+13,20210813,510050,50ETF,1351671,1157743,2509414,2101211,1390112,3491323,85.65,66.16
2.02e+13,20210813,510300,300ETF,967040,1134198,2101238,1065096,1081103,2146199,117.29,101.5
2.02e+13,20210813,159919,300ETF,145361,154221,299582,223066,178461,401527,106.1,80.0
2.02e+13,20210816,510050,50ETF,1225479,1025580,2251059,2089194,1430711,3519905,83.69,68.48
2.02e+13,20210816,510300,300ETF,921627,923690,1845317,1077354,1088323,2165677,100.22,101.02
2.02e+13,20210816,159919,300ETF,110779,109302,220081,227831,184448,412279,98.67,80.96
2.02e+13,20210817,510050,50ETF,1984027,1889394,3873421,2244720,1315850,3560570,95.23,58.62
2.02e+13,20210817,510300,300ETF,1331546,1643557,2975103,1180783,1043317,2224100,123.43,88.36
2.02e+13,20210817,159919,300ETF,209116,249649,458765,241815,178842,420657,119.38,73.96
2.02e+13,20210818,510050,50ETF,1765936,1595831,3361767,2144287,1360246,3504533,90.37,63.44
2.02e+13,20210818,510300,300ETF,1288789,1325594,2614383,1145729,1087918,2233647,102.86,94.95
2.02e+13,20210818,159919,300ETF,193304,175159,368463,227776,185302,413078,90.61,81.35
2.02e+13,20210819,510050,50ETF,1623387,1652623,3276010,2253634,1338606,3592240,101.8,59.4
2.02e+13,20210819,510300,300ETF,1225580,1315564,2541144,1157109,1060872,2217981,107.34,91.68
2.02e+13,20210819,159919,300ETF,173189,186454,359643,226523,182671,409194,107.66,80.64
2.02e+13,20210820,510050,50ETF,2336696,2445372,4782068,2488103,1236577,3724680,104.65,49.7
2.02e+13,20210820,510300,300ETF,1680856,2053058,3733914,1230430,987531,2217961,122.14,80.26
2.02e+13,20210820,159919,300ETF,280692,313313,594005,246104,166518,412622,111.62,67.66
2.02e+13,20210823,510050,50ETF,1528437,1278181,2806618,2317744,1228373,3546117,83.63,53.0
2.02e+13,20210823,510300,300ETF,1317092,1243697,2560789,1090930,977443,2068373,94.43,89.6
2.02e+13,20210823,159919,沪深300ETF,196646,193186,389832,223247,155536,378783,98.24,69.67
2.02e+13,20210824,510050,50ETF,1919234,1506092,3425326,2174232,1296592,3470824,78.47,59.63
2.02e+13,20210824,510300,300ETF,1345432,1295285,2640717,1006935,1035945,2042880,96.27,102.88
2.02e+13,20210824,159919,沪深300ETF,182933,187287,370220,208057,162053,370110,102.38,77.89
2.02e+13,20210825,510050,50ETF,1346896,1122212,2469108,1364900,958714,2323614,83.32,70.24
2.02e+13,20210825,510300,300ETF,773810,810281,1584091,704933,790065,1494998,104.71,112.08
2.02e+13,20210825,159919,沪深300ETF,93842,112574,206416,123037,104749,227786,119.96,85.14
2.02e+13,20210826,510050,50ETF,1242461,1202034,2444495,1689385,1003658,2693043,96.75,59.41
2.02e+13,20210826,510300,300ETF,819170,998485,1817655,805886,797823,1603709,121.89,99.0
2.02e+13,20210826,159919,沪深300ETF,101531,155530,257061,131877,105919,237796,153.18,80.32
2.02e+13,20210827,510050,50ETF,1205490,1191124,2396614,1680975,1095962,2776937,98.81,65.2
2.02e+13,20210827,510300,300ETF,832355,971412,1803767,803618,834004,1637622,116.71,103.78
2.02e+13,20210827,159919,沪深300ETF,116189,122860,239049,134378,116549,250927,105.74,86.73
2.02e+13,20210830,510300,300ETF,753992,894693,1648685,862324,858448,1720772,118.66,99.55
2.02e+13,20210830,159919,沪深300ETF,120221,151834,272055,143720,119366,263086,126.3,83.05
2.02e+13,20210830,510050,50ETF,1249401,1223830,2473231,1854270,1120435,2974705,97.95,60.42
2.02e+13,20210831,510050,50ETF,1477722,1418885,2896607,2018514,1129336,3147850,96.02,55.95
2.02e+13,20210831,510300,300ETF,938552,1013811,1952363,914633,855591,1770224,108.02,93.54
2.02e+13,20210831,159919,沪深300ETF,149925,160918,310843,151721,123617,275338,107.33,81.48
2.02e+13,20210901,510050,50ETF,2501616,1899128,4400744,1880805,1283972,3164777,75.92,68.27
2.02e+13,20210901,510300,300ETF,1451581,1389135,2840716,861550,931230,1792780,95.7,108.09
2.02e+13,20210901,159919,沪深300ETF,191235,174587,365822,141344,141210,282554,91.29,99.91
2.02e+13,20210902,510050,50ETF,1349732,937010,2286742,1948473,1361408,3309881,69.42,69.87
2.02e+13,20210902,510300,300ETF,804277,675161,1479438,891088,951980,1843068,83.95,106.83
2.02e+13,20210902,159919,沪深300ETF,111138,92012,203150,145953,143964,289917,82.79,98.64
2.02e+13,20210903,510050,50ETF,1898692,1354650,3253342,1926252,1412606,3338858,71.35,73.33
2.02e+13,20210903,510300,300ETF,999657,899504,1899161,956975,960469,1917444,89.98,100.37
2.02e+13,20210903,159919,沪深300ETF,130602,127600,258202,155650,146947,302597,97.7,94.41
2.02e+13,20210906,510050,50ETF,1505122,1227779,2732901,1885135,1534354,3419489,81.57,81.39
2.02e+13,20210906,510300,300ETF,1126662,1092880,2219542,882412,1020267,1902679,97.0,115.62
2.02e+13,20210906,159919,沪深300ETF,144857,148186,293043,153202,164214,317416,102.3,107.19
2.02e+13,20210907,510050,50ETF,1673769,1426579,3100348,1830996,1601854,3432850,85.23,87.49
2.02e+13,20210907,510300,300ETF,1058145,1026318,2084463,866793,1068914,1935707,96.99,123.32
2.02e+13,20210907,159919,沪深300ETF,125065,136090,261155,152066,176952,329018,108.82,116.37
2.02e+13,20210908,510050,50ETF,1300668,1109354,2410022,1996825,1572941,3569766,85.29,78.77
2.02e+13,20210908,510300,300ETF,861318,717371,1578689,899928,1085997,1985925,83.29,120.68
2.02e+13,20210908,159919,沪深300ETF,109874,105542,215416,162181,182778,344959,96.06,112.7
2.02e+13,20210909,510050,50ETF,1093374,929436,2022810,2043720,1561747,3605467,85.01,76.42
2.02e+13,20210909,510300,300ETF,779558,743043,1522601,917963,1090815,2008778,95.32,118.83
2.02e+13,20210909,159919,沪深300ETF,99511,120019,219530,169539,183810,353349,120.61,108.42
2.02e+13,20210910,510050,50ETF,1972242,1470777,3443019,1894143,1665588,3559731,74.57,87.93
2.02e+13,20210910,510300,300ETF,1193029,1069634,2262663,891253,1128542,2019795,89.66,126.62
2.02e+13,20210910,159919,沪深300ETF,191389,183050,374439,167387,197238,364625,95.64,117.83
2.02e+13,20210913,510050,50ETF,1340805,1152067,2492872,1961280,1657042,3618322,85.92,84.49
2.02e+13,20210913,510300,300ETF,772381,775797,1548178,909968,1123665,2033633,100.44,123.48
2.02e+13,20210913,159919,沪深300ETF,153218,160197,313415,174068,198180,372248,104.55,113.85
2.02e+13,20210914,510050,50ETF,1882635,1610297,3492932,2054334,1553782,3608116,85.53,75.63
2.02e+13,20210914,510300,300ETF,1096823,1179828,2276651,956380,1050657,2007037,107.57,109.86
2.02e+13,20210914,159919,沪深300ETF,196733,206756,403489,207682,186660,394342,105.09,89.88
2.02e+13,20210915,510050,50ETF,1850163,1790203,3640366,2169326,1414254,3583580,96.76,65.19
2.02e+13,20210915,510300,300ETF,1121735,1388850,2510585,997997,992136,1990133,123.81,99.41
2.02e+13,20210915,159919,沪深300ETF,177984,181136,359120,220641,175915,396556,101.77,79.73
2.02e+13,20210916,510050,50ETF,2008826,1728596,3737422,2105864,1295455,3401319,86.05,61.52
2.02e+13,20210916,510300,300ETF,1462412,1621095,3083507,1008161,826697,1834858,110.85,82.0
2.02e+13,20210916,159919,沪深300ETF,211881,243995,455876,231275,155270,386545,115.16,67.14
2.02e+13,20210917,510300,300ETF,1350543,1309469,2660012,972130,864088,1836218,96.96,88.89
2.02e+13,20210917,510050,50ETF,1975581,1549371,3524952,1970611,1263448,3234059,78.43,64.11
2.02e+13,20210917,159919,沪深300ETF,214644,180917,395561,221789,144948,366737,84.29,65.35
2.02e+13,20210922,510050,50ETF,1327203,1386048,2713251,1118655,839838,1958493,104.43,75.08
2.02e+13,20210922,510300,300ETF,1042789,1117515,2160304,637317,612005,1249322,107.17,96.03
2.02e+13,20210922,159919,沪深300ETF,150720,141215,291935,118850,86363,205213,93.69,72.67
2.02e+13,20210923,510050,50ETF,1078194,886632,1964826,1268577,946739,2215316,82.23,74.63
2.02e+13,20210923,510300,300ETF,711770,632472,1344242,694101,675683,1369784,88.86,97.35
2.02e+13,20210923,159919,沪深300ETF,101672,75547,177219,128523,91165,219688,74.3,70.93
2.02e+13,20210924,510050,50ETF,1081879,870459,1952338,1267244,1009483,2276727,80.46,79.66
2.02e+13,20210924,510300,300ETF,812758,740898,1553656,710241,716835,1427076,91.16,100.93
2.02e+13,20210924,159919,沪深300ETF,98907,84344,183251,133692,96332,230024,85.28,72.06
2.02e+13,20210927,510050,50ETF,1522831,1255227,2778058,1202065,1065738,2267803,82.43,88.66
2.02e+13,20210927,510300,300ETF,1062711,1033644,2096355,715090,755751,1470841,97.26,105.69
2.02e+13,20210927,159919,沪深300ETF,164662,155501,320163,134878,105324,240202,94.44,78.09
2.02e+13,20210928,510050,50ETF,1055761,847718,1903479,1234080,1125789,2359869,80.29,91.22
2.02e+13,20210928,510300,300ETF,661732,670717,1332449,721025,790189,1511214,101.36,109.59
2.02e+13,20210928,159919,沪深300ETF,91110,92025,183135,134253,108191,242444,101.0,80.59
2.02e+13,20210929,510050,50ETF,1481424,1327831,2809255,1299724,1137021,2436745,89.63,87.48
2.02e+13,20210929,510300,300ETF,1012490,1090802,2103292,780208,774718,1554926,107.73,99.3
2.02e+13,20210929,159919,沪深300ETF,149338,151040,300378,143834,117084,260918,101.14,81.4
2.02e+13,20210930,510050,50ETF,989941,815742,1805683,1360650,1138076,2498726,82.4,83.64
2.02e+13,20210930,510300,300ETF,635489,564781,1200270,792370,797460,1589830,88.87,100.64
2.02e+13,20210930,159919,沪深300ETF,86888,77023,163911,147801,121280,269081,88.65,82.06
2.02e+13,20211008,510050,50ETF,1461207,1301583,2762790,1318837,1284579,2603416,89.08,97.4
2.02e+13,20211008,510300,300ETF,940010,954184,1894194,791876,867323,1659199,101.51,109.53
2.02e+13,20211008,159919,沪深300ETF,113243,121978,235221,144365,134654,279019,107.71,93.27
2.02e+13,20211011,510050,50ETF,1290237,1152202,2442439,1342186,1361501,2703687,89.3,101.44
2.02e+13,20211011,510300,300ETF,743374,730359,1473733,802416,892462,1694878,98.25,111.22
2.02e+13,20211011,159919,沪深300ETF,106964,101179,208143,148798,143724,292522,94.59,96.59
2.02e+13,20211012,510050,50ETF,1334392,1278539,2612931,1407770,1295718,2703488,95.81,92.04
2.02e+13,20211012,510300,300ETF,973247,992203,1965450,883669,886915,1770584,101.95,100.37
2.02e+13,20211012,159919,沪深300ETF,147533,180287,327820,172458,151410,323868,122.2,87.8
2.02e+13,20211013,510050,50ETF,1306214,1147598,2453812,1366831,1390340,2757171,87.86,101.72
2.02e+13,20211013,510300,300ETF,918135,783304,1701439,845902,951079,1796981,85.31,112.43
2.02e+13,20211013,159919,沪深300ETF,130056,132203,262259,160471,173430,333901,101.65,108.08
2.02e+13,20211014,510050,50ETF,1051541,909185,1960726,1417813,1372169,2789982,86.46,96.78
2.02e+13,20211014,510300,300ETF,675187,562211,1237398,881909,934180,1816089,83.27,105.93
2.02e+13,20211014,159919,沪深300ETF,96029,112030,208059,170647,167978,338625,116.66,98.44
2.02e+13,20211015,510050,50ETF,1205581,984260,2189841,1394019,1458074,2852093,81.64,104.59
2.02e+13,20211015,510300,300ETF,764223,664452,1428675,877712,961554,1839266,86.94,109.55
2.02e+13,20211015,159919,沪深300ETF,126474,127920,254394,163917,189184,353101,101.14,115.41
2.02e+13,20211018,510050,50ETF,1571126,1507015,3078141,1634125,1356484,2990609,95.92,83.01
2.02e+13,20211018,510300,300ETF,960515,987763,1948278,964513,934214,1898727,102.84,96.86
2.02e+13,20211018,159919,沪深300ETF,190112,196678,386790,192981,181982,374963,103.45,94.3
2.02e+13,20211019,510050,50ETF,1059995,948321,2008316,1533529,1377710,2911239,89.46,89.84
2.02e+13,20211019,510300,300ETF,736209,730240,1466449,901690,942064,1843754,99.19,104.48
