,上证50,上证50,上证50,上证50,上证50,上证50,上证50,上证50
,C成交量,P成交量,总成交量,C持仓量,P持仓量,总持仓量,P/C成交,P/C持仓
2015-02-09,11320,7523,18843,4923,3728,8651,66,76
2015-02-10,9820,7985,17805,7851,6550,14401,81,83
2015-02-11,12190,11246,23436,10765,9694,20459,92,90
2015-02-12,16792,13143,29935,13931,10762,24693,78,77
2015-02-13,28879,26260,55139,16322,17389,33711,91,107
2015-02-16,5656,7063,12719,17456,17190,34646,125,98
2015-02-17,6839,8812,15651,17963,16450,34413,129,92
2015-02-25,10278,6579,16857,18956,16470,35426,64,87
2015-02-26,7563,9634,17197,18824,17220,36044,127,91
2015-02-27,14390,10536,24926,21910,18755,40665,73,86
2015-03-02,10452,9488,19940,23724,20154,43878,91,85
2015-03-03,7599,6051,13650,25118,21128,46246,80,84
2015-03-04,9904,9184,19088,26513,20676,47189,93,78
2015-03-05,18654,15672,34326,28489,21222,49711,84,74
2015-03-06,14526,12618,27144,28662,21136,49798,87,74
2015-03-09,28119,33135,61254,30693,23015,53708,118,75
2015-03-10,12873,9595,22468,30062,22683,52745,75,75
2015-03-11,11337,9550,20887,30292,22787,53079,84,75
2015-03-12,18747,12091,30838,30518,23850,54368,64,78
2015-03-13,10830,8178,19008,30718,23905,54623,76,78
2015-03-16,14279,9601,23880,31913,24668,56581,67,77
2015-03-17,11476,8822,20298,32453,25287,57740,77,78
2015-03-18,14038,9416,23454,33406,27765,61171,67,83
2015-03-19,13949,8131,22080,33426,27468,60894,58,82
2015-03-20,23814,17440,41254,32940,28529,61469,73,87
2015-03-23,14622,14160,28782,32846,29071,61917,97,89
2015-03-24,15370,11741,27111,34308,29397,63705,76,86
2015-03-25,17750,13069,30819,26227,18605,44832,74,71
2015-03-26,8945,7276,16221,27706,20011,47717,81,72
2015-03-27,6518,3322,9840,29865,20575,50440,51,69
2015-03-30,7764,6675,14439,29741,22095,51836,86,74
2015-03-31,12468,11450,23918,31864,24546,56410,92,77
2015-04-01,14878,11435,26313,36603,28756,65359,77,79
2015-04-02,12686,10017,22703,40773,30880,71653,79,76
2015-04-03,9188,8914,18102,42027,33284,75311,97,79
2015-04-07,12284,11596,23880,42375,35889,78264,94,85
2015-04-08,19332,14094,33426,44496,39627,84123,73,89
2015-04-09,21910,16248,38158,47609,41666,89275,74,88
2015-04-10,13325,11953,25278,49600,43528,93128,90,88
2015-04-13,20503,18023,38526,52548,46351,98899,88,88
2015-04-14,21896,14230,36126,56201,47779,103980,65,85
2015-04-15,27026,16191,43217,56701,50017,106718,60,88
2015-04-16,27738,17187,44925,58286,51867,110153,62,89
2015-04-17,29255,21437,50692,61780,54977,116757,73,89
2015-04-20,34304,26178,60482,65976,59234,125210,76,90
2015-04-21,18751,13932,32683,68430,58945,127375,74,86
2015-04-22,18114,13300,31414,47802,29310,77112,73,61
2015-04-23,13724,11349,25073,50941,32703,83644,83,64
2015-04-24,16053,15005,31058,54827,37151,91978,93,68
2015-04-27,14381,13559,27940,53423,40463,93886,94,76
2015-04-28,20752,18149,38901,55671,44649,100320,87,80
2015-04-29,12434,10396,22830,57516,47497,105013,84,83
2015-04-30,11365,7044,18409,60234,48666,108900,62,81
2015-05-04,12208,9234,21442,61398,51194,112592,76,83
2015-05-05,25002,17957,42959,66014,54956,120970,72,83
2015-05-06,27094,22556,49650,69844,58169,128013,83,83
2015-05-07,25195,18060,43255,79979,59424,139403,72,74
2015-05-08,30127,16761,46888,89175,59887,149062,56,67
2015-05-11,28043,16815,44858,91622,60638,152260,60,66
2015-05-12,27742,15270,43012,96786,64568,161354,55,67
2015-05-13,22057,11000,33057,102472,66949,169421,50,65
2015-05-14,18979,13167,32146,103175,69442,172617,69,67
2015-05-15,32726,23453,56179,103737,68511,172248,72,66
2015-05-18,42427,31318,73745,110826,72948,183774,74,66
2015-05-19,48172,31364,79536,114276,71468,185744,65,63
2015-05-20,44266,26184,70450,117347,72682,190029,59,62
2015-05-21,36113,30813,66926,119122,74801,193923,85,63
2015-05-22,45656,30022,75678,114575,79363,193938,66,69
2015-05-25,49458,24340,73798,112389,82595,194984,49,73
2015-05-26,43777,27915,71692,113106,86538,199644,64,77
2015-05-27,35514,23855,59369,91484,59149,150633,67,65
2015-05-28,35606,32212,67818,97522,63279,160801,90,65
2015-05-29,46466,37828,84294,103956,66402,170358,81,64
2015-06-01,28606,29503,58109,108904,66136,175040,103,61
2015-06-02,27653,22662,50315,113236,69563,182799,82,61
2015-06-03,25395,22433,47828,117132,73462,190594,88,63
2015-06-04,45519,45511,91030,121144,81051,202195,100,67
2015-06-05,29874,28832,58706,122743,84338,207081,97,69
2015-06-08,48877,40746,89623,107775,90573,198348,83,84
2015-06-09,36140,31426,67566,113699,91022,204721,87,80
2015-06-10,26044,28949,54993,118041,94044,212085,111,80
2015-06-11,33136,33471,66607,118335,100806,219141,101,85
2015-06-12,25792,25412,51204,118800,104752,223552,99,88
2015-06-15,43624,30817,74441,118879,106644,225523,71,90
2015-06-16,46919,45291,92210,128512,105633,234145,97,82
2015-06-17,44414,35259,79673,132304,101611,233915,79,77
2015-06-18,49124,48927,98051,136446,101995,238441,100,75
2015-06-19,63756,51903,115659,151522,97087,248609,81,64
2015-06-23,77556,60306,137862,161322,88698,250020,78,55
2015-06-24,54199,42446,96645,97959,41574,139533,78,42
2015-06-25,52146,41339,93485,107920,46810,154730,79,43
2015-06-26,88596,66748,155344,135225,53454,188679,75,40
2015-06-29,105820,70135,175955,158516,56028,214544,66,35
2015-06-30,87455,44095,131550,173172,57560,230732,50,33
2015-07-01,61753,36057,97810,180256,62028,242284,58,34
2015-07-02,82068,55417,137485,189559,65104,254663,68,34
2015-07-03,81580,57785,139365,199764,68268,268032,71,34
2015-07-06,80168,38063,118231,209123,70340,279463,47,34
2015-07-07,72148,40749,112897,207672,72771,280443,56,35
2015-07-08,82526,45929,128455,203654,70478,274132,56,35
2015-07-09,104381,52775,157156,209908,71746,281654,51,34
2015-07-10,137477,68499,205976,193352,74213,267565,50,38
2015-07-13,74975,44535,119510,193875,81317,275192,59,42
2015-07-14,86046,56944,142990,202902,88873,291775,66,44
2015-07-15,89825,63985,153810,204663,94394,299057,71,46
2015-07-16,74439,52014,126453,205904,90456,296360,70,44
2015-07-17,83223,38376,121599,201639,89240,290879,46,44
2015-07-20,76773,49238,126011,203287,96309,299596,64,47
2015-07-21,61779,37350,99129,203615,97224,300839,60,48
2015-07-22,50832,31783,82615,117356,62876,180232,63,54
2015-07-23,55227,37199,92426,125210,67512,192722,67,54
2015-07-24,50279,45144,95423,134494,79456,213950,90,59
2015-07-27,68344,59530,127874,145846,88959,234805,87,61
2015-07-28,97503,75272,172775,157307,88054,245361,77,56
2015-07-29,50741,39786,90527,164089,88612,252701,78,54
2015-07-30,58664,35497,94161,171444,94798,266242,61,55
2015-07-31,65587,49935,115522,178599,93267,271866,76,52
2015-08-03,56151,35834,91985,185464,93631,279095,64,50
2015-08-04,58667,39429,98096,190051,95770,285821,67,50
2015-08-05,63835,39671,103506,204401,96179,300580,62,47
2015-08-06,60202,38783,98985,214667,99736,314403,64,46
2015-08-07,30561,16826,47387,216190,98963,315153,55,46
2015-08-10,86160,52139,138299,218484,104607,323091,61,48
2015-08-11,57835,44274,102109,221203,110418,331621,77,50
2015-08-12,51459,43255,94714,223727,112261,335988,84,50
2015-08-13,53755,48150,101905,226807,114561,341368,90,51
2015-08-14,45857,34773,80630,230066,121601,351667,76,53
2015-08-17,76188,70134,146322,234041,122250,356291,92,52
2015-08-18,97344,93575,190919,239659,123444,363103,96,52
2015-08-19,110309,99943,210252,246693,114074,360767,91,46
2015-08-20,89437,63209,152646,263759,121394,385153,71,46
2015-08-21,93530,95313,188843,280066,116803,396869,102,42
2015-08-24,117196,104090,221286,297598,105558,403156,89,35
2015-08-25,123307,100731,224038,322100,109629,431729,82,34
2015-08-26,134937,94010,228947,231377,94662,326039,70,41
2015-08-27,132316,75564,207880,246360,100222,346582,57,41
2015-08-28,102443,65647,168090,246673,113921,360594,64,46
2015-08-31,85068,64531,149599,251418,122337,373755,76,49
2015-09-01,99246,61133,160379,252693,131838,384531,62,52
2015-09-02,94470,67685,162155,261042,137842,398884,72,53
2015-09-07,72311,53159,125470,267569,143177,410746,74,54
2015-09-08,67019,64202,131221,267135,137370,404505,96,51
2015-09-09,65902,53227,119129,260348,142060,402408,81,55
2015-09-10,46430,52973,99403,259751,138878,398629,114,53
2015-09-11,50102,45236,95338,263182,135699,398881,90,52
2015-09-14,85443,71165,156608,261418,145323,406741,83,56
2015-09-15,50479,58658,109137,262407,148418,410825,116,57
2015-09-16,68336,75217,143553,262035,140085,402120,110,53
2015-09-17,69955,55487,125442,257256,138867,396123,79,54
2015-09-18,62035,49067,111102,258344,138289,396633,79,54
2015-09-21,53142,35729,88871,262439,138670,401109,67,53
2015-09-22,62533,38862,101395,263396,139805,403201,62,53
2015-09-23,50093,42910,93003,134081,93680,227761,86,70
2015-09-24,29352,23474,52826,146224,98350,244574,80,67
2015-09-25,38791,29659,68450,153816,103853,257669,76,68
2015-09-28,28212,29928,58140,161175,108599,269774,106,67
2015-09-29,37042,40238,77280,169720,113376,283096,109,67
2015-09-30,33319,32199,65518,174254,116904,291158,97,67
2015-10-08,44006,39594,83600,177145,119141,296286,90,67
2015-10-09,32542,35729,68271,178437,126120,304557,110,71
2015-10-12,107309,69682,176991,170696,131652,302348,65,77
2015-10-13,47975,39702,87677,177230,138627,315857,83,78
2015-10-14,51119,47369,98488,179286,145360,324646,93,81
2015-10-15,60332,47641,107973,186531,145525,332056,79,78
2015-10-16,73551,57265,130816,189684,147370,337054,78,78
2015-10-19,58672,51096,109768,195042,154784,349826,87,79
2015-10-20,50169,44701,94870,202918,161773,364691,89,80
2015-10-21,106512,79053,185565,199069,172160,371229,74,86
2015-10-22,65405,58096,123501,201191,172783,373974,89,86
2015-10-23,62098,55506,117604,198414,177085,375499,89,89
2015-10-26,85905,60761,146666,201450,183002,384452,71,91
2015-10-27,78902,63919,142821,201215,186147,387362,81,93
2015-10-28,57522,55436,112958,178815,124453,303268,96,70
2015-10-29,39129,37805,76934,189753,134261,324014,97,71
2015-10-30,43336,49315,92651,202913,138769,341682,114,68
2015-11-02,37178,40037,77215,209392,147889,357281,108,71
2015-11-03,41420,35891,77311,217628,153687,371315,87,71
2015-11-04,103798,79177,182975,214322,150568,364890,76,70
2015-11-05,168662,118647,287309,200062,169210,369272,70,85
2015-11-06,122257,88019,210276,196914,180771,377685,72,92
2015-11-09,144370,92818,237188,197390,197669,395059,64,100
2015-11-10,102391,68722,171113,213164,207291,420455,67,97
2015-11-11,100700,88242,188942,226550,215544,442094,88,95
2015-11-12,83939,71770,155709,237601,220094,457695,86,93
2015-11-13,90287,74404,164691,249576,224954,474530,82,90
2015-11-16,75229,69530,144759,261750,225553,487303,92,86
2015-11-17,135172,90537,225709,275141,231669,506810,67,84
2015-11-18,105592,79152,184744,283690,236429,520119,75,83
2015-11-19,87037,72876,159913,287902,229805,517707,84,80
2015-11-20,99386,67236,166622,293712,231232,524944,68,79
2015-11-23,120704,109086,229790,297341,242809,540150,90,82
2015-11-24,137307,102430,239737,307938,243298,551236,75,79
2015-11-25,131062,97608,228670,265482,173459,438941,74,65
2015-11-26,139860,93906,233766,292255,186251,478506,67,64
2015-11-27,186092,171736,357828,313344,201759,515103,92,64
2015-11-30,142551,143226,285777,330349,213154,543503,100,65
2015-12-01,110987,86498,197485,345018,220412,565430,78,64
2015-12-02,209164,141139,350303,339921,215321,555242,67,63
2015-12-03,168671,94889,263560,338912,222325,561237,56,66
2015-12-04,156374,124940,281314,346645,228789,575434,80,66
2015-12-07,101515,82595,184110,356642,231255,587897,81,65
2015-12-08,104707,105795,210502,362829,240419,603248,101,66
2015-12-09,99091,71875,170966,369748,244877,614625,73,66
2015-12-10,124402,78467,202869,379956,247306,627262,63,65
2015-12-11,106090,88427,194517,393247,249242,642489,83,63
2015-12-14,127661,97810,225471,392803,246323,639126,77,63
2015-12-15,115241,76715,191956,393464,246931,640395,67,63
2015-12-16,92863,73482,166345,396324,248018,644342,79,63
2015-12-17,144953,96346,241299,391151,249400,640551,66,64
2015-12-18,148968,118468,267436,377560,256764,634324,80,68
2015-12-21,176205,102949,279154,344788,260681,605469,58,76
2015-12-22,98899,59752,158651,342002,261265,603267,60,76
2015-12-23,153072,93682,246754,170825,142176,313001,61,83
2015-12-24,81472,72728,154200,186055,154298,340353,89,83
2015-12-25,47545,39073,86618,193022,161594,354616,82,84
2015-12-28,82054,91919,173973,206719,175513,382232,112,85
2015-12-29,62057,47369,109426,219897,181075,400972,76,82
2015-12-30,55276,49233,104509,229302,187416,416718,89,82
2015-12-31,50763,44588,95351,233092,194683,427775,88,84
2016-01-04,90065,85930,175995,244727,197719,442446,95,81
2016-01-05,156974,137836,294810,266722,188715,455437,88,71
2016-01-06,102273,63090,165363,274744,193004,467748,62,70
2016-01-07,23185,21779,44964,278031,193309,471340,94,70
2016-01-08,176273,151371,327644,308551,183836,492387,86,60
2016-01-11,146515,121339,267854,339452,186717,526169,83,55
2016-01-12,147441,98059,245500,359165,193187,552352,67,54
2016-01-13,116960,91774,208734,377266,198951,576217,78,53
2016-01-14,145262,111460,256722,402085,198446,600531,77,49
2016-01-15,129305,116280,245585,415508,198769,614277,90,48
2016-01-18,129638,93912,223550,421214,200822,622036,72,48
2016-01-19,153437,100890,254327,422001,206498,628499,66,49
2016-01-20,111013,101673,212686,431338,209083,640421,92,48
2016-01-21,131225,119552,250777,437032,205839,642871,91,47
2016-01-22,119405,116788,236193,436340,202049,638389,98,46
2016-01-25,89601,70573,160174,442645,198292,640937,79,45
2016-01-26,134710,126931,261641,464609,178845,643454,94,38
2016-01-27,158369,139477,297846,307956,155778,463734,88,51
2016-01-28,110709,73065,183774,336715,160470,497185,66,48
2016-01-29,132511,84383,216894,354580,172346,526926,64,49
2016-02-01,107089,68594,175683,367173,171469,538642,64,47
2016-02-02,87740,60880,148620,373015,174546,547561,69,47
2016-02-03,79442,77505,156947,382402,180280,562682,98,47
2016-02-04,80715,69061,149776,383397,187859,571256,86,49
2016-02-05,59774,42922,102696,392725,192970,585695,72,49
2016-02-15,85213,87562,172775,406650,189658,596308,103,47
2016-02-16,120150,87843,207993,399307,197097,596404,73,49
2016-02-17,90496,77660,168156,396212,200506,596718,86,51
2016-02-18,98304,72016,170320,389565,203258,592823,73,52
2016-02-19,82284,90232,172516,389665,198423,588088,110,51
2016-02-22,140949,100456,241405,378929,208997,587926,71,55
2016-02-23,92112,74434,166546,388951,214772,603723,81,55
2016-02-24,90211,73032,163243,281677,172399,454076,81,61
2016-02-25,123988,134563,258551,314347,185165,499512,109,59
2016-02-26,95040,97321,192361,322151,185438,507589,102,58
2016-02-29,129252,120529,249781,342310,190943,533253,93,56
2016-03-01,129598,119337,248935,343654,199634,543288,92,58
2016-03-02,181592,123791,305383,334574,211298,545872,68,63
2016-03-03,128604,92331,220935,338802,222383,561185,72,66
2016-03-04,202119,153395,355514,323841,247197,571038,76,76
2016-03-07,134630,104050,238680,329504,258068,587572,77,78
2016-03-08,156857,152128,308985,336103,264703,600806,97,79
2016-03-09,108524,107016,215540,347779,265816,613595,99,76
2016-03-10,92245,78792,171037,352046,269765,621811,85,77
2016-03-11,115058,108693,223751,364115,272046,636161,94,75
2016-03-14,170978,136254,307232,367203,280180,647383,80,76
2016-03-15,136833,109610,246443,371043,282001,653044,80,76
2016-03-16,153548,130041,283589,356346,303122,659468,85,85
2016-03-17,188802,153246,342048,340308,296424,636732,81,87
2016-03-18,173378,121958,295336,337838,289290,627128,70,86
2016-03-21,194263,124535,318798,317993,304963,622956,64,96
2016-03-22,108873,80584,189457,323980,311890,635870,74,96
2016-03-23,111534,80706,192240,198049,178939,376988,72,90
2016-03-24,94716,77093,171809,220474,200221,420695,81,91
2016-03-25,71785,71226,143011,235408,207559,442967,99,88
2016-03-28,97303,72824,170127,252043,220937,472980,75,88
2016-03-29,91439,70111,161550,272850,230108,502958,77,84
2016-03-30,97604,76407,174011,271340,235184,506524,78,87
2016-03-31,88161,60802,148963,283423,246008,529431,69,87
2016-04-01,110946,90969,201915,285928,262686,548614,82,92
2016-04-05,117923,84634,202557,292213,274310,566523,72,94
2016-04-06,79844,64397,144241,305427,285610,591037,81,94
2016-04-07,106192,91530,197722,316646,288177,604823,86,91
2016-04-08,110979,95860,206839,328890,291799,620689,86,89
2016-04-11,117857,92393,210250,329096,301080,630176,78,91
2016-04-12,84879,71749,156628,341559,311580,653139,85,91
2016-04-13,180971,139616,320587,330349,320104,650453,77,97
2016-04-14,104022,82227,186249,342793,331175,673968,79,97
2016-04-15,99037,78659,177696,357755,343435,701190,79,96
2016-04-18,108995,74672,183667,370988,353685,724673,69,95
2016-04-19,94852,73994,168846,380756,358674,739430,78,94
2016-04-20,214380,193628,408008,390804,358871,749675,90,92
2016-04-21,159165,129780,288945,378923,361304,740227,82,95
2016-04-22,117652,97978,215630,383422,368054,751476,83,96
2016-04-25,110313,91797,202110,383790,366683,750473,83,96
2016-04-26,115347,89730,205077,386839,366597,753436,78,95
2016-04-27,101441,77163,178604,275725,245674,521399,76,89
2016-04-28,104963,92842,197805,304489,269249,573738,88,88
2016-04-29,75615,68341,143956,324023,280629,604652,90,87
2016-05-03,131666,112575,244241,330110,287075,617185,86,87
2016-05-04,76356,68472,144828,342220,301407,643627,90,88
2016-05-05,67527,62496,130023,357368,312489,669857,93,87
2016-05-06,136842,148613,285455,379563,331037,710600,109,87
2016-05-09,181804,199452,381256,405776,326476,732252,110,80
2016-05-10,122275,108040,230315,426725,333656,760381,88,78
2016-05-11,122141,101657,223798,436993,343455,780448,83,79
2016-05-12,144849,139764,284613,452537,351619,804156,96,78
2016-05-13,90099,81526,171625,459849,356717,816566,90,78
2016-05-16,112255,105633,217888,466548,360977,827525,94,77
2016-05-17,102091,94616,196707,476673,367560,844233,93,77
2016-05-18,143495,143418,286913,489679,378031,867710,100,77
2016-05-19,100214,84629,184843,495515,380317,875832,84,77
2016-05-20,88321,90366,178687,494400,381228,875628,102,77
2016-05-23,128101,109777,237878,492042,378990,871032,86,77
2016-05-24,103964,93244,197208,502524,378837,881361,90,75
2016-05-25,96915,83977,180892,368774,320676,689450,87,87
2016-05-26,124801,125472,250273,403959,347607,751566,101,86
2016-05-27,82224,75318,157542,418754,364112,782866,92,87
2016-05-30,103817,90446,194263,433673,382769,816442,87,88
2016-05-31,275404,204926,480330,411660,405951,817611,74,99
2016-06-01,142426,92272,234698,438796,416576,855372,65,95
2016-06-02,94322,79203,173525,460228,421623,881851,84,92
2016-06-03,133430,101665,235095,475852,434330,910182,76,91
2016-06-06,98692,76221,174913,490534,443118,933652,77,90
2016-06-07,78289,54163,132452,508515,451032,959547,69,89
2016-06-08,96035,87967,184002,526929,459343,986272,92,87
2016-06-13,166135,148208,314343,546830,455532,1002362,89,83
2016-06-14,160809,147591,308400,548382,452055,1000437,92,82
2016-06-15,219580,178271,397851,549006,461434,1010440,81,84
2016-06-16,134960,113841,248801,556285,463968,1020253,84,83
2016-06-17,169093,123695,292788,544368,464276,1008644,73,85
2016-06-20,132776,105987,238763,547042,465454,1012496,80,85
2016-06-21,177473,122335,299808,537688,468440,1006128,69,87
2016-06-22,124753,88798,213551,329404,306143,635547,71,93
2016-06-23,84675,78842,163517,352790,331538,684328,93,94
2016-06-24,158969,182525,341494,374666,362131,736797,115,97
2016-06-27,97480,92826,190306,390150,368770,758920,95,95
2016-06-28,95510,88864,184374,405036,384717,789753,93,95
2016-06-29,126449,102695,229144,413808,396490,810298,81,96
2016-06-30,102743,97954,200697,409415,414022,823437,95,101
2016-07-01,84515,75600,160115,418558,433053,851611,89,103
2016-07-04,204563,159844,364407,413175,448205,861380,78,108
2016-07-05,144006,111056,255062,428362,463517,891879,77,108
2016-07-06,119146,105902,225048,434805,473462,908267,89,109
2016-07-07,123159,93923,217082,442657,487287,929944,76,110
2016-07-08,102819,86591,189410,456184,491426,947610,84,108
2016-07-11,199477,163798,363275,448748,497493,946241,82,111
2016-07-12,284157,220188,504345,438438,501329,939767,77,114
2016-07-13,338671,215783,554454,434675,498761,933436,64,115
2016-07-14,134111,101988,236099,457390,510315,967705,76,112
2016-07-15,131760,104195,235955,466988,509372,976360,79,109
2016-07-18,147444,105654,253098,478941,518435,997376,72,108
2016-07-19,199056,174442,373498,496020,519328,1015348,88,105
2016-07-20,115210,101699,216909,509562,524470,1034032,88,103
2016-07-21,156111,115087,271198,508695,528493,1037188,74,104
2016-07-22,149181,119958,269139,522846,523069,1045915,80,100
2016-07-25,145350,100566,245916,525740,521647,1047387,69,99
2016-07-26,193567,123704,317271,519214,527302,1046516,64,102
2016-07-27,300552,239071,539623,429144,367149,796293,80,86
2016-07-28,178637,160035,338672,453631,395010,848641,90,87
2016-07-29,94582,94959,189541,466524,410965,877489,100,88
2016-08-01,127696,125578,253274,482753,430725,913478,98,89
2016-08-02,105401,92704,198105,496637,442707,939344,88,89
2016-08-03,107839,87595,195434,508837,451398,960235,81,89
2016-08-04,138680,122393,261073,516771,458191,974962,88,89
2016-08-05,132592,104913,237505,532519,471520,1004039,79,89
2016-08-08,125912,116778,242690,543791,482746,1026537,93,89
2016-08-09,152096,132869,284965,544907,499933,1044840,87,92
2016-08-10,122582,94621,217203,550674,510789,1061463,77,93
2016-08-11,279655,212547,492202,538901,523800,1062701,76,97
2016-08-12,294182,218572,512754,515612,540183,1055795,74,105
2016-08-15,620942,426784,1047726,430309,566147,996456,69,132
2016-08-16,394827,245722,640549,493420,584139,1077559,62,118
2016-08-17,246084,152233,398317,530599,596416,1127015,62,112
2016-08-18,236657,155083,391740,561291,606634,1167925,66,108
2016-08-19,188047,127472,315519,575532,608310,1183842,68,106
2016-08-22,156006,113496,269502,576240,607040,1183280,73,105
2016-08-23,232581,138598,371179,570601,600942,1171543,60,105
2016-08-24,222274,136727,359001,472893,443704,916597,62,94
2016-08-25,215673,164993,380666,533475,477731,1011206,77,90
2016-08-26,181767,123891,305658,561043,494877,1055920,68,88
2016-08-29,174001,103479,277480,592035,504022,1096057,59,85
2016-08-30,171888,95426,267314,613075,515474,1128549,56,84
2016-08-31,181130,92475,273605,633393,528848,1162241,51,83
2016-09-01,162135,89550,251685,658868,540294,1199162,55,82
2016-09-02,149444,96087,245531,665414,545118,1210532,64,82
2016-09-05,173840,102311,276151,685071,558177,1243248,59,81
2016-09-06,208211,126292,334503,704376,568910,1273286,61,81
2016-09-07,167735,106033,273768,711815,579258,1291073,63,81
2016-09-08,105093,70156,175249,729052,588208,1317260,67,81
2016-09-09,159365,103950,263315,738196,594342,1332538,65,81
2016-09-12,335749,256764,592513,772228,600887,1373115,76,78
2016-09-13,188238,116665,304903,782002,599021,1381023,62,77
2016-09-14,145463,118961,264424,794477,597758,1392235,82,75
2016-09-19,175080,124353,299433,789584,594628,1384212,71,75
2016-09-20,117254,89583,206837,796900,600401,1397301,76,75
2016-09-21,146205,106042,252247,802644,601919,1404563,73,75
2016-09-22,256500,180870,437370,786570,598369,1384939,71,76
2016-09-23,154144,107267,261411,788784,600765,1389549,70,76
2016-09-26,200308,178421,378729,800848,596025,1396873,89,74
2016-09-27,213544,175441,388985,804171,590737,1394908,82,73
2016-09-28,155807,120158,275965,500382,401913,902295,77,80
2016-09-29,143243,95538,238781,542137,422676,964813,67,78
2016-09-30,123219,77609,200828,570821,445482,1016303,63,78
2016-10-10,229011,150744,379755,590044,470355,1060399,66,80
2016-10-11,152649,99784,252433,600856,486935,1087791,65,81
2016-10-12,114432,86764,201196,626873,505854,1132727,76,81
2016-10-13,137804,88151,225955,641229,516363,1157592,64,81
2016-10-14,189566,126984,316550,653377,533312,1186689,67,82
2016-10-17,203802,155616,359418,677374,549316,1226690,76,81
2016-10-18,327670,208740,536410,662626,558155,1220781,64,84
2016-10-19,270812,167170,437982,667136,563113,1230249,62,84
2016-10-20,163532,107734,271266,673989,564984,1238973,66,84
2016-10-21,301969,219362,521331,659741,565021,1224762,73,86
2016-10-24,548359,340514,888873,618533,586574,1205107,62,95
2016-10-25,228915,150431,379346,632301,596376,1228677,66,94
2016-10-26,235275,136689,371964,541533,489760,1031293,58,90
2016-10-27,190737,150587,341324,579083,526838,1105921,79,91
2016-10-28,290805,173959,464764,600780,545499,1146279,60,91
2016-10-31,200145,146218,346363,624888,551549,1176437,73,88
2016-11-01,211832,127254,339086,641764,567967,1209731,60,89
2016-11-02,197023,139238,336261,673833,579014,1252847,71,86
2016-11-03,425433,263604,689037,653389,598079,1251468,62,92
2016-11-04,251967,134283,386250,663213,613821,1277034,53,93
2016-11-07,172167,111617,283784,665559,626032,1291591,65,94
2016-11-08,331224,196804,528028,659376,632791,1292167,59,96
2016-11-09,470101,367387,837488,691992,640815,1332807,78,93
2016-11-10,324937,250109,575046,693608,647582,1341190,77,93
2016-11-11,423048,264796,687844,664587,669770,1334357,63,101
2016-11-14,515593,304331,819924,654094,683626,1337720,59,105
2016-11-15,208387,142955,351342,676069,688501,1364570,69,102
2016-11-16,181719,122803,304522,697171,697241,1394412,68,100
2016-11-17,221015,161991,383006,699496,690861,1390357,73,99
2016-11-18,203792,136838,340630,691419,685913,1377332,67,99
2016-11-21,500914,348876,849790,645312,696160,1341472,70,108
2016-11-22,414098,223485,637583,619975,713836,1333811,54,115
2016-11-23,458919,212783,671702,538203,548489,1086692,46,102
2016-11-24,297771,196351,494122,557428,584163,1141591,66,105
2016-11-25,391480,259276,650756,561538,606467,1168005,66,108
2016-11-28,536334,299304,835638,550955,637897,1188852,56,116
2016-11-29,587123,372479,959602,556512,701534,1258046,63,126
2016-11-30,512125,341076,853201,630476,721994,1352470,67,115
2016-12-01,393908,264847,658755,650087,735915,1386002,67,113
2016-12-02,362409,260624,623033,680853,746087,1426940,72,110
2016-12-05,412770,302288,715058,739647,718157,1457804,73,97
2016-12-06,263794,184927,448721,763719,718943,1482662,70,94
2016-12-07,266807,195720,462527,804413,714363,1518776,73,89
2016-12-08,282444,162307,444751,809072,722317,1531389,57,89
2016-12-09,503486,308052,811538,770114,745477,1515591,61,97
2016-12-12,543013,401320,944333,802540,750749,1553289,74,94
2016-12-13,302163,226569,528732,852048,755750,1607798,75,89
2016-12-14,236897,169390,406287,866444,759236,1625680,72,88
2016-12-15,511799,554698,1066497,933859,693780,1627639,108,74
2016-12-16,305042,244705,549747,953961,703241,1657202,80,74
2016-12-19,287228,251853,539081,980637,694579,1675216,88,71
2016-12-20,407027,428168,835195,1020640,669682,1690322,105,66
2016-12-21,398362,277753,676115,1019825,677180,1697005,70,66
2016-12-22,240816,189999,430815,1026830,680721,1707551,79,66
2016-12-23,253647,200745,454392,1041388,681034,1722422,79,65
2016-12-26,391398,333753,725151,1047220,667349,1714569,85,64
2016-12-27,249700,172651,422351,1050035,664458,1714493,69,63
2016-12-28,235799,192434,428233,702224,471611,1173835,82,67
2016-12-29,212742,156326,369068,766405,498513,1264918,73,65
2016-12-30,175435,130546,305981,798126,517156,1315282,74,65
2017-01-03,280199,171349,451548,808471,525291,1333762,61,65
2017-01-04,246591,182843,429434,800572,537922,1338494,74,67
2017-01-05,177188,138269,315457,807196,551810,1359006,78,68
2017-01-06,179617,123642,303259,811908,563696,1375604,69,69
2017-01-09,191388,143385,334773,826941,569264,1396205,75,69
2017-01-10,166927,126427,293354,831674,578843,1410517,76,70
2017-01-11,219266,197034,416300,845145,585063,1430208,90,69
2017-01-12,212286,179450,391736,858528,586660,1445188,85,68
2017-01-13,311909,246009,557918,849680,591036,1440716,79,70
2017-01-16,506035,415744,921779,818626,595274,1413900,82,73
2017-01-17,253942,202903,456845,798316,591971,1390287,80,74
2017-01-18,356386,255286,611672,775648,596826,1372474,72,77
